Clamator coromandus	Chestnut-winged Cuckoo
Pycnonotus striatus	Striated Bulbul
Machlolophus aplonotus	Indian Tit
Lophura leucomelanos	Kalij Pheasant
Pericrocotus cantonensis	Brown-rumped Minivet
Muscicapidae sp.	Muscicapid sp.
Falco amurensis	Amur Falcon
Porphyrio/Gallinula/Fulica sp.	gallinule/moorhen/coot sp.
Sarcogyps calvus	Red-headed Vulture
Grus nigricollis	Black-necked Crane
Aethopyga saturata	Black-throated Sunbird
Phylloscopus maculipennis	Ashy-throated Warbler
Dicaeum virescens	Andaman Flowerpecker
Psittacula himalayana	Slaty-headed Parakeet
Streptopelia tranquebarica	Red Collared-Dove
Leucogeranus leucogeranus	Siberian Crane
Rhyticeros narcondami	Narcondam Hornbill
Fulica sp.	coot sp.
Seicercus tephrocephalus	Gray-crowned Warbler
Leucosticte brandti	Black-headed Mountain-Finch
Rallidae sp. (rail/crake sp.)	rail/crake sp.
Caprimulgus atripennis	Jerdon's Nightjar
Charadrius mongolus	Lesser Sand-Plover
Falco cherrug	Saker Falcon
Rallus indicus	Brown-cheeked Rail
Corvus splendens	House Crow
Ketupa ketupu	Buffy Fish-Owl
Monticola saxatilis	Rufous-tailed Rock-Thrush
Oriolus kundoo/chinensis	Indian Golden/Black-naped Oriole
Branta ruficollis	Red-breasted Goose
Numenius sp.	curlew sp.
Perdicula asiatica	Jungle Bush-Quail
Phylloscopus fuscatus	Dusky Warbler
Gallinago sp.	snipe sp.
Pluvialis dominica/fulva	American/Pacific Golden-Plover (Lesser Golden-Plover)
Copsychus malabaricus	White-rumped Shama
Cyornis concretus	White-tailed Flycatcher
Treron phayrei	Ashy-headed Green-Pigeon
Hypsipetes ganeesa	Square-tailed Bulbul
Gygis alba	White Tern
Pelargopsis amauroptera	Brown-winged Kingfisher
Bubulcus ibis	Cattle Egret
Muscicapa sp.	Muscicapa sp.
Ianthocincla rufogularis	Rufous-chinned Laughingthrush
Turnix tanki	Yellow-legged Buttonquail
Hemipus picatus	Bar-winged Flycatcher-shrike
Harpactes fasciatus	Malabar Trogon
Prinia flaviventris	Yellow-bellied Prinia
Garrulax leucolophus	White-crested Laughingthrush
Dicrurus paradiseus	Greater Racket-tailed Drongo
Emberiza cia	Rock Bunting
Tringa nebularia	Common Greenshank
Ardeotis nigriceps	Indian Bustard
Gracupica contra	Asian Pied Starling
Ficedula superciliaris	Ultramarine Flycatcher
Treron chloropterus	Andaman Green-Pigeon
Pyrrhocorax graculus	Yellow-billed Chough
Oriolus xanthornus	Black-hooded Oriole
Dendrocopos nanus/canicapillus	Brown-capped/Gray-capped Woodpecker
Psittacula roseata	Blossom-headed Parakeet
Macropygia rufipennis	Andaman Cuckoo-Dove
Taccocua leschenaultii	Sirkeer Malkoha
Ampeliceps coronatus	Golden-crested Myna
Chloropsis sp.	leafbird sp.
Lanius collurio	Red-backed Shrike
Microcarbo niger/Phalacrocorax fuscicollis	Little/Indian Cormorant
Psittaciformes sp. (parakeet sp.)	parakeet sp.
Chrysocolaptes festivus	White-naped Woodpecker
Glareola maldivarum	Oriental Pratincole
Aythya baeri	Baer's Pochard
Carpospiza brachydactyla	Pale Rockfinch
Garrulax sp.	Garrulax sp.
Carpodacus grandis	Blyth's Rosefinch
Ciconia episcopus	Woolly-necked Stork
Coracina sp.	Coracina sp.
Carpodacus puniceus	Red-fronted Rosefinch
Emberiza rutila	Chestnut Bunting
Pteruthius ripleyi	Himalayan Shrike-Babbler
Ficedula zanthopygia	Korean Flycatcher
Dendrocopos darjellensis	Darjeeling Woodpecker
Pernis apivorus/ptilorhynchus	European/Oriental Honey-buzzard
Gracula religiosa	Common Hill Myna
Saxicola macrorhynchus	White-browed Bushchat
Treron bicinctus	Orange-breasted Pigeon
Sarkidiornis melanotos	Comb Duck
Acridotheres sp.	Acridotheres sp.
Aegypius monachus	Cinereous Vulture
Leptoptilos dubius	Greater Adjutant
Locustella sp.	Locustella sp.
Psilopogon asiaticus	Blue-throated Barbet
Alauda gulgula	Oriental Skylark
Cuculus sp.	Cuculus sp.
Psittacula alexandri	Red-breasted Parakeet
Pnoepyga immaculata	Immaculate Cupwing
Tarsiger hyperythrus	Rufous-breasted Bush-Robin
Todiramphus chloris	Collared Kingfisher
Parus sp.	Parus sp.
Chroicocephalus ridibundus	Black-headed Gull
Calidris sp.	Calidris sp.
Mesophoyx intermedia	Intermediate Egret
Zapornia parva	Little Crake
Stercorarius parasiticus	Parasitic Jaeger
Locustella tacsanowskia	Chinese Bush-Warbler
Ptyonoprogne concolor	Dusky Crag-Martin
Apodidae sp.	swift sp.
Accipiter virgatus	Besra
Phylloscopus neglectus	Plain Leaf Warbler
Rhinoptilus bitorquatus	Jerdon's Courser
Gyps sp.	Gyps sp.
Coracias garrulus	European Roller
Eumyias albicaudatus	Nilgiri Flycatcher
Treron sp.	Treron sp.
Ficedula tricolor	Slaty-blue Flycatcher
Periparus rubidiventris	Rufous-vented Tit
Otus sunia	Oriental Scops-Owl
Monticola rufiventris	Chestnut-bellied Rock-Thrush
Asio flammeus	Short-eared Owl
Pitta megarhyncha	Mangrove Pitta
Vanellus sp.	lapwing sp.
Phylloscopus subviridis	Brooks's Leaf Warbler
Phylloscopus inornatus	Yellow-browed Warbler
Tarsiger indicus	White-browed Bush-Robin
Prunella sp.	accentor sp.
Microcarbo niger	Little Cormorant
Athene blewitti	Forest Owlet
Myzornis pyrrhoura	Fire-tailed Myzornis
Porphyrio sp. (swamphen sp.)	swamphen sp.
Garrulus lanceolatus	Black-headed Jay
Otus balli	Andaman Scops-Owl
Lanius tephronotus	Gray-backed Shrike
Montifringilla blanfordi	Blanford's Snowfinch
Dicaeum sp.	Dicaeum sp.
Collocalia esculenta	Glossy Swiftlet
Cisticola juncidis	Zitting Cisticola
Accipitridae sp. (old world vulture sp.)	old world vulture sp.
Megapomatorhinus erythrogenys	Rusty-cheeked Scimitar-Babbler
Seicercus sp.	Seicercus sp.
Cinclus cinclus	White-throated Dipper
Fringilla coelebs	Common Chaffinch
Cochoa viridis	Green Cochoa
Troglodytes troglodytes	Eurasian Wren
Rhipidura albicollis	White-throated Fantail
Serilophus lunatus	Silver-breasted Broadbill
Sylvia communis	Greater Whitethroat
Carpodacus rubicilla	Great Rosefinch
Syrrhaptes tibetanus	Tibetan Sandgrouse
Saxicola jerdoni	Jerdon's Bushchat
Ianthocincla sannio	White-browed Laughingthrush
Yuhina castaniceps	Striated Yuhina
Fulica atra	Eurasian Coot
Turdoides striata	Jungle Babbler
Minla ignotincta	Red-tailed Minla
Aethopyga vigorsii	Vigors's Sunbird
Amaurornis phoenicurus	White-breasted Waterhen
Dendrocopos sp.	Dendrocopos sp.
Pericrocotus cinnamomeus	Small Minivet
Pycnonotus xantholaemus	Yellow-throated Bulbul
Seicercus whistleri	Whistler's Warbler
Gorsachius melanolophus	Malayan Night-Heron
Vanellus leucurus	White-tailed Lapwing
Spelaeornis caudatus	Rufous-throated Wren-Babbler
Brachypteryx sp.	Brachypteryx sp.
Loriculus vernalis	Vernal Hanging-Parrot
Caprimulgus jotaka	Gray Nightjar
Alcedo atthis	Common Kingfisher
Arborophila rufogularis	Rufous-throated Partridge
Ixobrychus sp.	small bittern sp.
Alcedinidae sp.	kingfisher sp.
Caloenas nicobarica	Nicobar Pigeon
Merops viridis	Blue-throated Bee-eater
Perdicula argoondah	Rock Bush-Quail
Lanius phoenicuroides	Red-tailed Shrike
Stercorarius sp. (jaeger sp.)	jaeger sp.
Perdix hodgsoniae	Tibetan Partridge
Actinodura cyanouroptera	Blue-winged Minla
Sitta leucopsis	White-cheeked Nuthatch
Glaucidium sp.	Glaucidium sp.
Zoothera dixoni	Long-tailed Thrush
Leptocoma zeylonica	Purple-rumped Sunbird
Aethopyga siparaja	Crimson Sunbird
Emberiza godlewskii	Godlewski's Bunting
Tichodroma muraria	Wallcreeper
Otus brucei	Pallid Scops-Owl
Pomatorhinus ochraceiceps	Red-billed Scimitar-Babbler
Coracias sp.	roller sp.
Alcedo hercules	Blyth's Kingfisher
Circus macrourus	Pallid Harrier
Numenius phaeopus	Whimbrel
Francolinus francolinus	Black Francolin
Acridotheres tristis/fuscus	Common/Jungle Myna
Columba rupestris	Hill Pigeon
Psilopogon virens	Great Barbet
Streptopelia chinensis	Spotted Dove
Sitta frontalis	Velvet-fronted Nuthatch
Actinodura waldeni	Streak-throated Barwing
Accipiter soloensis	Chinese Sparrowhawk
Chleuasicus atrosuperciliaris	Pale-billed Parrotbill
Anthus pratensis/trivialis	Meadow/Tree Pipit
Seicercus castaniceps	Chestnut-crowned Warbler
Urocissa flavirostris	Yellow-billed Blue-Magpie
Melanocorypha bimaculata	Bimaculated Lark
Tephrodornis pondicerianus	Common Woodshrike
